|month_year|earn|burn|fl_earn|fl_burn|cc_earn|cc_burn|ot_earn|ot_burn|year
202|2014-08-01|126509487|798456364|18023810.20349958|45496911.53996275|29610280.55621447|5320.050886125302|8186319.213154245|75960.61788011351|2014
203|2014-09-01|104415232|792125881|15197243.62474106|46474540.968388006|28029250.32844848|4670.868815542203|5900184.557289935|73812.10257249672|2014
204|2014-10-01|132899412|1054604618|18469069.42147394|59887204.83196942|28560581.448047493|8713.017089334338|6834853.270858685|107253.59940036699|2014
205|2014-11-01|114846243|796269517|17156542.133539576|51372472.55165927|27228480.152795866|5903.99886379587|6412033.146692344|89135.66833460756|2014
206|2014-12-01|120881694|978418427|17226423.30289239|50004099.125177555|29131531.810200013|4835.382540916472|7451828.710004307|82674.90789104784|2014
207|2015-01-01|124106990|841867907|16357486.475106295|51469065.558349505|29209015.41391084|6788.3763381165545|8119575.111646667|93389.04897134773|2015
208|2015-02-01|123197578|878969813|16836992.795781173|51665164.22817936|28624237.380981926|6267.955064582899|8453676.933010785|87689.38474562703|2015
209|2015-03-01|133283589|1039639493|19237322.645013504|44418557.958331734|28549455.232994784|6935.817810447945|7123794.240399498|97253.46479861303|2015
210|2015-04-01|128777440|840401643|18501545.69742205|53402286.82409304|28848409.653229047|5834.632789148993|6865001.904976518|92508.43089599385|2015
211|2015-05-01|136893108|874403658|17683641.531136677|53640712.48644742|30496682.070849434|5033.798906048038|7655444.222008099|89601.39992747888|2015
212|2015-06-01|123164708|813065456|18434658.195000716|54824966.88001712|29098488.57527042|4271.611639981386|6863962.104829667|78521.26898108721|2015
213|2015-07-01|141639033|792660898|16347314.182726946|50503343.09836258|27826482.691923574|4191.065733252857|8019014.7168595055|80737.76468476171|2015
214|2015-08-01|131092729|1079738056|18298567.966397326|55969182.22086075|30548355.862729095|6045.827937324707|7322295.165069495|93193.43730182503|2015
215|2015-09-01|128594707|860912863|19327450.853760846|53635758.7720933|28396814.023841567|6881.957967484983|7615012.461060403|101993.07376852816|2015
216|2015-10-01|117811674|843701011|16785807.872763176|46750241.92726978|28840745.501652595|5858.991850051024|7938290.898506693|91416.79312654406|2015
217|2015-11-01|147262106|845825412|17339525.767619394|47489867.522383474|30152834.304156594|5127.934063642472|7938224.47809912|84171.6477163107|2015
218|2015-12-01|126902278|876400762|18727189.8001841|51627806.383745454|31491610.36912501|5737.733273945199|8315394.442918763|93156.6115268606|2015
219|2016-01-01|150187178|1041194755|18921852.8202581|53303374.81447695|29589364.43830423|4770.410556750594|8461159.341503374|92434.68325449605|2016
220|2016-02-01|146889195|882332227|17921222.583200384|56962524.179934286|30208051.8510193|8312.361958547106|7333767.76726509|102924.1802962551|2016
221|2016-03-01|136145031|1053145182|16139300.081719805|46070990.730413005|31914792.817243863|5476.87354351169|7535753.829061629|82265.55195453113|2016
222|2016-04-01|141513379|895274711|18274561.640026145|58308476.11033958|31541421.74733344|6269.457964572452|8851449.052146992|96922.41824971895|2016
223|2016-05-01|132223284|842730198|20257585.519297577|48603090.105484456|30966026.514860816|6818.480072119576|8498265.475985028|103899.53602269714|2016
224|2016-06-01|130756985|853439256|15868540.944192238|49342374.03506156|30175732.97937974|4594.539205201732|8919251.336966645|85215.98786410768|2016
225|2016-07-01|137972823|843099465|15828689.283939835|50888745.52330025|30955543.93793847|2435.6831725540837|8539213.117681008|71447.18863487168|2016
226|2016-08-01|144867308|898492303|18095985.559064124|49782270.07852523|30854904.071687628|5819.58155947466|7306209.807615771|97757.61803711818|2016
227|2016-09-01|137862813|921707775|20752515.70630223|59220480.27203067|31963587.398341227|7317.18748973588|7691012.431096147|105082.64308335958|2016
228|2016-10-01|124891457|1029377321|15796318.144496843|47174447.37297382|30590155.14548612|4568.883152580026|8445184.510498527|90574.58183137616|2016
229|2016-11-01|135808060|893499569|20223447.654111266|48511280.38482065|32231394.800669376|4283.3727151140065|8011912.745132585|85329.27039632607|2016
230|2016-12-01|146086966|1079673646|17271163.277841777|46942545.23418864|32870665.68459194|5224.782024785591|8075512.347663392|88887.65384244673|2016
231|2017-01-01|144323508|907625161|16530057.06512123|54512027.15359213|30735294.062136073|6946.445150408052|8892870.353914255|95404.29513080325|2017
232|2017-02-01|162829068|854445644|19548328.50300181|52797268.705546536|33466129.98337751|5590.268562196569|7940040.550404672|91305.42590598422|2017
233|2017-03-01|144510381|1065133948|19885311.00568169|55741827.76034898|31874085.768637422|6368.522003739316|9630102.83378714|90457.67346737781|2017
234|2017-04-01|143802324|915398825|18202843.530077383|52845268.861783735|34058738.707053535|5651.468046358381|8403972.128137518|88970.92384235136|2017
235|2017-05-01|139003001|1310198487|18344171.037191294|58085275.26635951|34349152.526813745|3854.301059949497|8328048.5807687305|81042.87514432655|2017
236|2017-06-01|139396451|942829389|19442654.252430227|55826427.13588061|33396489.413655568|4422.955137504662|8664245.035063772|84197.43661505607|2017
237|2017-07-01|158103692|1094614131|19945764.103962023|50631203.38101843|33403757.340507764|5628.015936052828|8397983.441084025|91557.86729110227|2017
238|2017-08-01|140990860|864386965|18249401.889366418|57648717.0900962|31685807.87976184|5024.458572349619|8121071.052155442|94266.06283004057|2017
239|2017-09-01|144454410|904714666|19942098.765699908|47472307.5781949|34280744.52521962|7351.631192136517|8195448.415883225|97891.76274484319|2017
240|2017-10-01|149243667|884820136|17947166.140848815|50315436.57009005|34351639.28841229|4174.292300287444|8384546.263429656|78839.34987611383|2017
241|2017-11-01|142275437|886119780|20728049.725329746|53236156.066981584|34193933.45843708|4135.887913320623|8378037.922440385|79938.78600443742|2017
242|2017-12-01|153089879|896551679|18413011.687761303|57456356.57277834|33411535.04794925|5115.973864046502|8184619.01752865|89517.03591916418|2017
243|2018-01-01|143421173|927305834|19990922.067670345|53041314.271904476|34821016.943398625|4857.1347322760885|7541451.658805803|89892.92570430553|2018
244|2018-02-01|139810518|877499247|18966437.727739427|49247744.71173713|34547426.924018264|4490.143244719718|8541394.1885436|86589.45303453134|2018
245|2018-03-01|146589684|919034934|17115071.9798265|46987120.97595671|32242081.97088554|5983.82690475418|8461721.560391722|91942.1418167602|2018
246|2018-04-01|162539377|874670641|19478055.639466826|49821965.63423245|35300995.75948655|4908.8304812614115|8189244.290162787|87922.07676632209|2018
247|2018-05-01|148147935|929514412|19237270.151881646|57591068.739373855|36732646.10263387|5771.16716334137|8995384.226233002|97540.49963867514|2018
248|2018-06-01|145071137|1095039344|17673148.037007943|53819135.72802863|35660522.85787831|5743.278290410598|7939349.798046755|89388.83889487151|2018
249|2018-07-01|153194344|914208301|19633941.236175127|52649883.57554731|33468585.59498202|6628.395830719355|8326140.853316345|98651.50145220224|2018
250|2018-08-01|156178673|933756359|21167273.78955186|51245752.42435664|36104204.00910829|6502.706148276086|8407023.28325715|102436.78577266251|2018
251|2018-09-01|151254326|896229921|20510719.412854016|53605978.22021401|33309005.08963357|7308.230040247891|7018458.866501203|101927.59453058119|2018
252|2018-10-01|149297437|883682217|17237608.107649494|46777482.692565195|35957116.33844693|5096.468326431184|8088114.070208014|89100.94031636734|2018
253|2018-11-01|145055987|917322989|18506408.678089727|56369682.9637045|36639880.76657259|5995.196326277875|7657283.145095905|91961.95069972484|2018
254|2018-12-01|151940068|918010186|19621995.56504149|54737336.91268485|35832930.407762855|5409.054451213452|8967061.603543518|91065.88379137254|2018
255|2019-01-01|175537159|926419075|20682121.774187796|56942368.6060375|39008185.881181605|5794.6011982353375|9562996.803815309|100079.6503834621|2019
256|2019-02-01|151852643|1269329547|19724508.473369215|52129446.32194957|38409172.34974958|3103.5682444414206|8176052.050562605|71957.42925048707|2019
257|2019-03-01|148091512|868359134|17292595.275801815|51194335.34512431|36045831.65386063|3521.1342310463556|8980084.651269022|74142.59831622092|2019
258|2019-04-01|151424811|924613521|18542585.963415343|48737028.75202453|37220177.665405326|3159.601041016907|8665203.580393739|85028.15976426333|2019
259|2019-05-01|148119526|905819725|22987840.495542582|53933836.13978126|37245889.41368328|5264.095031473155|8786255.643008528|93734.48952486551|2019
260|2019-06-01|183934224|880511335|22566257.220254175|53183442.60597513|43688415.51704006|4891.398077813797|8335769.27761497|91234.00448144681|2019
261|2019-07-01|178557381|909656455|21918820.730538394|58778576.38392632|39464384.87491473|5166.310990721098|7877962.204168219|90332.76512784543|2019
262|2019-08-01|159471105|1119811712|20122297.40085751|53449682.659058526|40286850.17128364|5124.829091867059|8403895.394690067|88575.48574659985|2019
263|2019-09-01|186524993|911212549|23869539.868863784|53681746.95848829|48443299.43551301|4579.548909858951|8306496.985056016|89623.30781606244|2019
264|2019-10-01|166357621|955682757|20902441.921306703|51669324.93530954|42075071.2016527|5816.968472054194|8821190.843077954|102361.72154343245|2019
265|2019-11-01|151174543|928055832|21138477.27077224|51342685.71141549|42169034.950285465|4923.482131118968|8372189.763304472|88234.19966632607|2019
266|2019-12-01|152429368|1309340553|22571672.824345008|54982973.93613636|41193976.659596644|6354.436015765884|8210740.668356727|89586.48693624248|2019
267|2020-01-01|161475227|905646913|19350483.807218302|49613135.217222944|41159095.19899609|5288.073141245341|9318686.786458611|87928.55164821584|2020
268|2020-02-01|163306191|881646937|18795150.704704035|44185188.68302492|39877805.54293282|3730.336723594847|7349386.173601047|80505.47414526135|2020
269|2020-03-01|151546664|849869471|20318782.751658924|49357191.07703742|39017762.692205854|4894.707228012214|9012948.113187367|87512.22943744391|2020
270|2020-04-01|147295871|832962933|17770324.853035327|48483078.156400375|37118840.32089324|4747.706996206918|7828105.805962493|84596.11997631176|2020
271|2020-05-01|141886288|1003417403|17410330.02929094|47525448.89988459|37115191.60699566|3852.608513228122|7843323.558201008|79393.78164153858|2020
272|2020-06-01|150648035|1027923978|21895924.63914773|50025059.789131425|36452870.42476789|4726.517322022901|6833933.5675614225|86550.36702396406|2020
273|2020-07-01|140995050|819550254|21261561.452856965|48930989.11332659|37379089.57627354|4005.1237847785474|8781573.001841333|71701.08959019341|2020
274|2020-08-01|161302628|836937940|17765471.473640017|53218784.39262332|41165887.32519139|3977.787777824505|9170805.265657036|80925.88175788583|2020
275|2020-09-01|192609600|823568150|20492515.60241195|47369811.91223917|36897188.40535987|4500.118358693288|7566499.031834266|79467.83975660075|2020
276|2020-10-01|154839503|839188340|17913252.785737712|48082430.99063929|39502984.7231183|3372.6823007922494|8979972.062701512|71268.43224312394|2020
277|2020-11-01|162752694|879993785|20600894.64213307|47564659.040736705|38628081.214662746|5374.478646127432|7489393.483756116|83677.95724777938|2020
278|2020-12-01|164821505|796099222|18884175.854393855|47706934.44684185|40601336.871830866|3054.8139185420127|8366983.2317130575|74254.64294400987|2020
279|2021-01-01|157507033|828886629|19522294.267371166|56086003.5765077|39363911.22288355|5002.399337393718|7716531.7256619735|85487.42879001512|2021
280|2021-02-01|139383354|810584412|19252368.56336962|45858210.15168263|38274403.905416965|3955.8236515024537|8864573.766928395|78514.01529396648|2021
281|2021-03-01|157766047|855941783|21166082.52654418|44840226.56854044|40665084.787475795|4247.223496846975|8681818.618875679|83324.0256220927|2021
282|2021-04-01|140486454|824560760|19604317.406499494|49455075.68551243|40380807.824843146|4948.12903861513|8236908.339344555|78398.6922668141|2021
283|2021-05-01|167494664|1054046490|20751925.00285425|47559216.02791756|39868010.82490787|4118.245741244151|7593467.17314119|79900.68392223168|2021
284|2021-06-01|156005179|885923368|20050920.789581925|47496663.362064205|41864905.53023523|4110.89325424111|8953933.142879575|81413.71985639664|2021
285|2021-07-01|156026462|903841901|21261260.89346352|49021576.23319812|43900121.03806846|4675.65179363562|8617358.247551238|82424.41422025414|2021
286|2021-08-01|156468478|833523100|20375535.516539063|49707380.805126816|42240299.52189163|3631.278692746176|9533985.264108177|79152.22348562321|2021
287|2021-09-01|160308078|888794991|22958666.627922703|45020395.781269714|42050335.99863179|4841.267494139427|9625701.610977288|86916.89500193494|2021
288|2021-10-01|158901725|1072554379|22806841.824274886|49576975.716208495|40970431.819549024|4711.582110918887|9336563.97020281|83418.18253472437|2021
289|2021-11-01|171870008|932039641|25708544.09250846|51563332.759597994|45627782.08332092|4848.720908691196|8825746.043548133|84188.50785810218|2021
290|2021-12-01|155969981|861091449|22134739.94767463|45489195.6472295|44099971.210688755|5402.762813094649|8686930.011822117|84463.81774969598|2021
291|2022-01-01|165709946|888188798|20132808.471847422|50470372.804308355|43303938.99282383|5430.057976153834|9277141.921588294|84483.76973989542|2022
292|2022-02-01|164277641|915720910|24830074.222113337|56446883.416160904|43279657.082499966|6826.703704915835|8777942.903035793|92173.66485105903|2022
293|2022-03-01|175545178|1051746699|21174852.22107842|51254990.27218153|43204345.5951674|4759.454119057059|9092299.137233786|84814.77258718132|2022
294|2022-04-01|164587280|842959331|24204194.695403762|48084755.1382518|44074269.13148038|5393.991182386473|8390873.743770257|89903.85141627528|2022
295|2022-05-01|161639059|895097527|20283901.68911225|47962628.90638663|43101099.93522778|4277.6959055144525|9758078.869231746|87411.18286869681|2022
296|2022-06-01|171018708|1088176912|21231084.480865613|55135153.36461504|43565681.760588445|4530.292323953566|8924333.174780538|90512.66282603586|2022
297|2022-07-01|169561831|1217990174|21349070.56686337|51367758.64047814|42927795.29401149|4089.5313303746943|8732891.728599828|79588.6985579123|2022
298|2022-08-01|160988681|1280887852|23683987.88991158|50320456.427376516|43815243.842461705|6404.1787817822915|8162849.018873196|90715.30177739928|2022
299|2022-09-01|174944448|936493867|23596148.312394902|54586865.23915273|45955221.113341056|4109.384428194732|9686125.248517355|82155.8898905206|2022
